countrycode,countryname,year,gini,inflation_rate,tax_rate,gov_expenditure,exports_gdp,imports_gdp,gdp_growth,nominal_gdppc,real_gdppc,unempl_rate,school_years,proportional_rep,right_wing_exec,chinn_ito,quinn_current,quinn_capital,stock_market_cap,emp_protection,uk_legal_origin
IRL,Ireland,1980,34.099998,18.154463,32.788731,22.109354,44.362213,57.940907,3.0793295,6372.438,16939.336,24.021,9.6899996,1,0,.416441917419434,68.75,75,-250.829899999997,1.2698413,1
IRL,Ireland,1981,34.299999,20.37351,32.911678,22.138624,43.375179,57.599407,3.3252146,5986.1543,17298.838,23.271,9.8259993,1,0,.416441917419434,68.75,75,-232.6033999999927,1.2698413,1
IRL,Ireland,1982,34.5,17.147127,30.64027,21.999691,43.036564,50.933094,2.2834687,6160.6387,17527.359,22.521,9.9619999,1,1,.416441917419434,68.75,75,-214.3768999999957,1.2698413,1
IRL,Ireland,1983,34.700001,10.447625,29.312462,21.509462,46.954262,50.782223,-.24430145,5915.2417,17361.023,21.771,10.098,1,1,.416441917419434,68.75,75,-196.1503999999986,1.2698413,1
IRL,Ireland,1984,34.899998,8.6511106,30.787424,20.795206,53.310226,54.995243,4.3543725,5692.0273,18005.063,21.021,10.234,1,1,.416441917419434,68.75,75,-177.9238999999943,1.2698413,1
IRL,Ireland,1985,35.099998,5.3954864,30.744167,20.643391,54.037865,53.723507,3.0856154,6011.7354,18530.943,20.271,10.37,1,1,.416441917419434,68.75,75,-159.6973999999973,1.2698413,1
IRL,Ireland,1986,35.299999,3.8270416,33.609646,20.878389,49.09914,48.026344,-.42833117,8112.1714,18443.188,19.521,10.4242,1,1,.416441917419434,68.75,75,-141.470899999993,1.2698413,1
IRL,Ireland,1987,35.5,3.1594102,34.970394,19.700027,52.439831,48.304386,4.6630917,9581.9131,19301.209,18.771,10.4784,1,1,.416441917419434,68.75,75,-123.2443999999959,1.2698413,1
IRL,Ireland,1988,35.700001,2.1345699,37.277149,17.955893,55.592426,49.626007,5.2174149,10715.871,20395.273,18.021,10.532599,1,0,.416441917419434,68.75,75,-105.0178999999916,1.2698413,1
IRL,Ireland,1989,35.900002,4.0890541,34.380718,16.675158,58.928246,53.53709,5.8139191,11175.816,21666.723,17.271,10.5868,1,0,.416441917419434,75,62.5,-86.79139999999461,1.2698413,1
IRL,Ireland,1990,36.100002,3.3173289,35.38805,17.16036,54.706238,50.323208,8.4665279,14031.303,23481.313,16.521,10.641,1,0,.416441917419434,75,62.5,-68.56489999999758,1.2698413,1
IRL,Ireland,1991,36.299999,3.2108104,35.845261,18.152851,55.581852,50.858379,1.9296389,14087.208,23797.207,15.771,10.6724,1,0,.416441917419434,75,62.5,-50.33839999999327,1.2698413,1
IRL,Ireland,1992,36.5,3.0699985,36.517628,18.548973,58.405483,51.139988,3.3432746,15714.385,24425.598,15.021,10.7038,1,0,.476561099290848,93.75,100,-32.11189999999624,1.2698413,1
IRL,Ireland,1993,36.700001,1.4694152,37.718456,18.34333,63.366985,53.235714,2.6926088,14657.062,24958.219,15.571,10.7352,1,0,.8196424841880799,100,100,-13.88539999999193,1.2698413,1
IRL,Ireland,1994,36.900002,2.309202,39.137432,18.164574,67.960052,58.52887,5.7558274,15902.93,26290.932,14.544,10.766601,1,0,.879761636257172,100,100,4.341100000005099,1.2698413,1
IRL,Ireland,1995,37,2.5248644,36.605938,17.217934,73.520004,62.583145,9.6344233,19158.457,28676.51,11.97,10.798,1,1,.939880847930908,93.75,100,22.56760000000213,1.2698413,1
IRL,Ireland,1996,35.599998,1.7557447,37.874607,16.59255,74.907043,63.961121,7.379622,20835.896,30550.035,11.692,10.845201,1,1,1,100,100,40.79410000000644,1.2698413,1
IRL,Ireland,1997,34.949997,1.541802,38.707531,16.11883,77.124794,65.144699,11.021762,22551.113,33578.762,10.192,10.892401,1,1,1,100,100,59.0206,1.2698413,1
IRL,Ireland,1998,34.299999,2.407681,39.131737,15.547952,84.324074,73.448341,8.7661257,24294.855,36143.344,7.6989999,10.9396,1,0,1,100,100,77.2471,1.2698413,1
IRL,Ireland,1999,33.650002,1.629886,40.664654,15.026198,86.460106,73.410927,10.529885,26338.107,39501.375,5.8039999,10.9868,1,0,1,100,100,69.5424,1.2698413,1
IRL,Ireland,2000,33,5.5776329,40.677876,14.74592,94.389458,80.565102,9.4035244,26334.566,42643.633,4.3179998,11.034,1,0,1,100,100,81.7128,1.2698413,1
IRL,Ireland,2001,32.650002,4.8528028,40.01189,15.399831,95.22438,79.616348,5.3058214,28282.41,44196.914,3.684,11.186601,1,0,1,100,100,68.8616,1.2698413,1
IRL,Ireland,2002,32.299999,4.6282053,39.484863,15.806232,90.449478,73.269875,5.8993664,32705.434,46022.141,4.2160001,11.3392,1,0,1,100,100,46.6091,1.2698413,1
IRL,Ireland,2003,32.900002,3.4922192,40.258484,16.05588,80.840591,65.69091,3.0138388,41203.531,46643.156,4.4780002,11.4918,1,0,1,100,100,51.6609,1.2698413,1
IRL,Ireland,2004,33.599998,2.178546,40.269413,16.166039,80.475578,66.111946,6.7881389,47754.203,48906.965,4.4910002,11.6444,1,0,1,100,100,58.6943,1.2698413,1
IRL,Ireland,2005,33.799999,2.456547,38.626644,16.057108,79.527695,68.647888,5.7397823,50933.023,50599.605,4.3429999,11.797,1,0,1,100,100,53.8455,1.2698413,1
IRL,Ireland,2006,32.700001,3.9357612,39.388664,16.226736,79.034676,70.987129,4.9878545,54329.16,51710.363,4.415,11.9276,1,0,1,100,100,70.31999999999999,1.1031746,1
IRL,Ireland,2007,31.9,4.8857455,38.738953,16.847,80.836792,72.560066,5.3101168,61396.418,52904.473,4.98,12.0582,1,0,1,100,100,53.2826,1.1031746,1
IRL,Ireland,2008,30.9,4.0356884,37.073238,18.652426,84.333282,75.706161,-4.4840698,61353.105,49512.426,6.7740002,12.1888,1,0,1,100,100,17.9671,1.1031746,1
IRL,Ireland,2009,32.700001,-4.447547,36.51482,20.040628,93.556168,80.035324,-5.0957818,52133.09,46514.543,12.609,12.3194,1,0,1,100,100,25.9221,1.1031746,1
IRL,Ireland,2010,32.299999,-.91838866,35.929604,18.659479,103.20942,86.654419,1.6829723,48679.402,47040.355,14.534,12.45,1,0,1,100,100,27.2081,1.1031746,1
ISR,Israel,1971,36.071426,11.972569,53.684212,33.552837,22.688108,36.641827,10.951071,2294.2761,15564.19,-.47299671,9.0763998,1,0,.44868803024292,31.25,50,128.0600999999997,2.3690476,1
ISR,Israel,1972,36.099998,12.881471,40,30.414612,23.27261,33.048737,12.146555,2924.4285,17016.672,.22000313,9.2628002,1,0,.44868803024292,31.25,50,124.2362999999996,2.3690476,1
ISR,Israel,1973,36.128571,20.032377,26.31579,40.269711,22.512323,42.563019,5.5874634,3624.8872,17254.912,.91300297,9.4491997,1,0,.44868803024292,31.25,50,120.4124999999995,2.3690476,1
ISR,Israel,1974,36.157143,39.67997,26.923077,38.062954,21.773176,39.798389,6.4761615,5076.2964,17833.766,1.6060028,9.6356001,1,0,.44868803024292,31.25,50,116.5886999999993,2.3690476,1
ISR,Israel,1975,36.185715,39.306732,30.952381,41.25758,22.919729,44.008774,3.2428195,4664.0264,17996.412,2.2990026,9.8219995,1,0,.44868803024292,31.25,50,112.7648999999992,2.3690476,1
ISR,Israel,1976,36.214283,31.310865,29.032259,37.905003,26.376545,41.365894,.32250315,4508.3433,17655.852,2.9920025,9.9843998,1,0,0,37.5,50,108.9410999999991,2.3690476,1
ISR,Israel,1977,36.242855,34.616714,31.111111,34.634434,30.595943,40.319046,1.0352992,5044.1846,17443.654,3.6850023,10.1468,1,0,.416441917419434,56.25,62.5,105.1172999999999,2.3690476,1
ISR,Israel,1978,36.271427,50.550926,31.944445,36.101925,36.548038,49.994705,5.5550871,4788.3281,18028.445,4.3780022,10.309199,1,1,.416441917419434,56.25,50,101.2934999999998,2.3690476,1
ISR,Israel,1979,36.299999,78.310036,32.786884,33.608723,33.732788,45.993778,6.2078156,5961.2095,18662.1,5.071002,10.4716,1,1,.416441917419434,56.25,50,97.46969999999965,2.3690476,1
ISR,Israel,1980,36.328571,131.02499,34.002869,36.270184,35.402317,45.108196,1.6704416,6536.748,18523.711,5.7640018,10.634,1,1,.416441917419434,56.25,50,93.64589999999953,2.3690476,1
ISR,Israel,1981,36.357143,116.80003,36.455696,37.602654,34.28331,45.573128,5.3399267,6783.0332,19128.131,6.4570017,10.6828,1,1,.416441917419434,56.25,50,89.82209999999941,2.3690476,1
ISR,Israel,1982,36.385715,120.36435,37.676979,33.730656,29.562534,40.154755,2.0825,7244.519,19163.168,7.1500015,10.7316,1,1,.416441917419434,56.25,50,85.99829999999929,2.3690476,1
ISR,Israel,1983,36.414284,145.95154,31.561852,31.031025,27.141823,36.83477,3.3591015,7945.6748,19449.824,7.8430014,10.7804,1,1,.416441917419434,56.25,37.5,82.17449999999917,2.3690476,1
ISR,Israel,1984,36.442856,373.21567,28.433538,33.796886,31.481913,39.269077,.93321365,7355.2529,19376.441,8.5360012,10.8292,1,1,.165725812315941,43.75,37.5,78.35069999999996,2.3690476,1
ISR,Israel,1985,36.471428,309.9317,27.28401,31.824497,35.350357,40.845127,4.0369401,6816.3848,19806.25,9.229001,10.878,1,0,.165725812315941,50,37.5,74.52689999999984,2.3690476,1
ISR,Israel,1986,36.5,47.888512,27.442808,26.897678,31.25366,35.519318,4.1901445,8320.4736,20319.346,9.9220009,10.9266,1,0,.165725812315941,50,37.5,70.70309999999972,2.3690476,1
ISR,Israel,1987,36.333332,19.074814,30.869181,29.422714,30.850842,38.65015,7.1397114,9835.6904,21421.289,10.615001,10.975201,1,1,.165725812315941,56.25,37.5,66.8792999999996,2.3690476,1
ISR,Israel,1988,36.166668,16.402878,35.926334,27.718796,27.823753,32.844299,2.9100161,11831.668,21682.369,11.308001,11.0238,1,1,.165725812315941,56.25,37.5,63.05549999999948,2.3690476,1
ISR,Israel,1989,36,20.354347,32.726929,26.245075,29.916553,33.42688,.57474673,11586.803,21440.158,12.001,11.0724,1,1,.165725812315941,56.25,37.5,59.23169999999936,2.3690476,1
ISR,Israel,1990,35.833332,17.185896,30.748339,26.789028,28.309971,33.010197,7.3151989,13284.38,22307.43,12.694,11.121,1,1,.165725812315941,56.25,37.5,55.40789999999924,2.3690476,1
ISR,Israel,1991,35.666668,19.135262,29.091656,26.121223,24.291197,31.795855,7.7261152,14320.283,22627.627,13.387,11.2066,1,1,.165725812315941,56.25,37.5,51.58409999999913,2.3690476,1
ISR,Israel,1992,35.5,12.015694,30.327904,24.820665,24.801571,30.478838,7.7592664,15482.101,23555.195,14.08,11.2922,1,1,.165725812315941,56.25,50,47.76029999999992,2.3690476,1
ISR,Israel,1993,36.02,10.923818,34.07497,24.877018,26.444017,33.970566,4.1167564,15151.545,23881.6,12.741,11.3778,1,0,.416441917419434,56.25,50,43.9364999999998,2.3690476,1
ISR,Israel,1994,36.540001,12.275508,37.854195,24.653086,26.449429,33.738499,7.427845,16776.613,24999.727,9.934,11.4634,1,0,.416441917419434,62.5,50,40.11269999999968,2.3690476,1
ISR,Israel,1995,37.059998,9.931447,36.386528,25.857847,26.184349,33.601578,6.6029248,18991.471,25948.732,8.7819996,11.549,1,0,.416441917419434,62.5,50,36.2889,2.3690476,1
ISR,Israel,1996,37.579998,11.416694,32.357094,25.893305,25.905293,32.764439,5.8683319,20180.377,26762.02,8.4549999,11.5922,1,0,.165725812315941,62.5,50,32.4651,2.3690476,1
ISR,Israel,1997,38.099998,8.9695749,33.446186,25.475365,26.829487,31.340979,3.7543008,20432.838,27081.617,9.7510004,11.6354,1,1,.165725812315941,62.5,50,40.3718,2.3690476,1
ISR,Israel,1998,38.299999,5.4919004,33.210514,24.961203,27.536634,30.046843,4.0642881,20157.096,27545.111,10.749,11.6786,1,1,.225844994187355,87.5,75,35.2446,2.3690476,1
ISR,Israel,1999,38.5,5.1810236,33.467556,24.436144,31.551678,34.009247,3.3232377,19782.287,27744.922,11.183,11.7218,1,1,.759523332118988,87.5,75,55.6995,2.3690476,1
ISR,Israel,2000,38.700001,1.0326409,34.475403,23.231504,34.556271,34.648811,8.6259966,21660.84,29352.275,11.102,11.765,1,1,.759523332118988,93.75,87.5,50.3889,2.3690476,1
ISR,Israel,2001,38.900002,1.1513158,34.14304,24.293283,30.403666,32.726093,.16962555,20907.115,28717.127,11.812,11.7936,1,1,.759523332118988,93.75,87.5,44.074,2.3690476,1
ISR,Israel,2002,39.599998,5.7723579,30.230938,25.344873,31.853146,34.675144,-.12147023,19034.318,28110.346,12.888,11.8222,1,1,.8196424841880799,93.75,100,34.7767,2.3690476,1
ISR,Israel,2003,40.700001,.70275611,29.244135,24.717047,33.485939,34.217182,1.4650577,19629.414,28011.826,13.505,11.850801,1,1,.8196424841880799,93.75,100,55.2309,2.3690476,1
ISR,Israel,2004,41.5,-.38163778,29.563671,23.569872,37.883762,37.809921,4.679317,20546.229,28808.83,13.029,11.8794,1,1,.879761636257172,93.75,100,67.75490000000001,2.3690476,1
ISR,Israel,2005,42.299999,1.3134851,30.802927,23.079739,39.506298,39.616272,4.2155318,21226.721,29498.633,11.342,11.908,1,1,.939880847930908,93.75,100,85.92489999999999,2.3690476,1
ISR,Israel,2006,41.599998,2.0635264,33.111851,22.550682,39.62022,39.442627,5.5810313,22502.072,30599.217,10.707,12.041,1,1,1,93.75,100,104.921,2.3690476,1
ISR,Israel,2007,41.099998,.45517096,33.588455,21.91013,39.368034,40.239529,6.0228605,25635.928,31871.047,9.3789997,12.174,1,1,1,93.75,100,131.198,2.3690476,1
ISR,Israel,2008,41.599998,4.5521603,30.542524,21.879744,37.765331,38.325016,3.2859771,30176.287,32338.666,7.704,12.307,1,1,1,93.75,100,49.7004,2.3690476,1
ISR,Israel,2009,42.599998,3.3561783,27.956768,22.104509,32.467896,29.987379,1.1082277,28381.645,31924.791,9.5340004,12.44,1,1,1,93.75,100,90.7578,2.3690476,1
ISR,Israel,2010,42.599998,2.69137,27.402313,21.965687,34.080151,32.20763,5.6331196,31338.557,33112.707,8.4799995,12.573,1,1,1,93.75,100,96.9996,2.3690476,1
ITA,Italy,1971,38.200005,4.7916646,10.044016,16.397488,15.544229,14.781965,1.818108,2310.9238,16025.774,25.617001,5.987,1,0,.416441917419434,68.75,75,9.442250000000058,3.015873,0
ITA,Italy,1972,37.500004,5.7495041,13.259493,16.977625,16.276014,15.473618,3.6904857,2677.2937,16523.133,24.841,6.1040001,1,0,.250716120004654,68.75,75,8.267479999999978,3.015873,0
ITA,Italy,1973,36.800003,10.798617,16.47497,16.298256,16.068413,17.917923,7.1258621,3212.6394,17580.912,24.065001,6.2209997,1,0,.250716120004654,68.75,75,7.092710000000352,3.015873,0
ITA,Italy,1974,36.100002,19.159769,19.690447,15.485505,18.481422,22.227646,5.5001411,3629.4919,18426.908,23.289001,6.3379998,1,0,.165725812315941,68.75,75,5.917940000000272,3.015873,0
ITA,Italy,1975,35.400002,16.950502,20.696041,15.928747,18.68918,18.625265,-2.090163,4116.4595,17934.322,22.513,6.4549999,1,0,0,68.75,75,4.74317,3.015873,0
ITA,Italy,1976,34.700001,16.614166,23.742638,15.349845,19.998611,21.09882,7.1253853,4042.3948,19116.611,21.737,6.5822001,1,0,0,56.25,75,3.568400000000111,3.015873,0
ITA,Italy,1977,34,17.130049,25.985662,15.64718,21.330513,20.382904,2.5605009,4614.21,19522.996,20.961,6.7094002,1,0,0,68.75,75,2.39363,3.015873,0
ITA,Italy,1978,33.299999,12.094014,27.479866,16.226858,21.628906,19.544386,3.2401397,5623.4292,20083.881,20.185001,6.8365998,1,0,0,68.75,75,3.11264,3.015873,0
ITA,Italy,1979,33.299999,14.798573,27.068115,16.305252,22.333754,21.276154,5.9591594,7006.397,21219.268,19.409,6.9638,1,0,0,68.75,75,3.26653,3.015873,0
ITA,Italy,1980,32.900002,21.064169,29.358162,16.511658,20.139681,22.734159,3.4300163,8476.4102,21901.928,18.632999,7.0910001,1,0,0,68.75,75,5.30954,3.015873,0
ITA,Italy,1981,31.6,17.969299,32.81736,17.826492,21.615532,23.562382,.84422761,7640.4023,22060.328,17.857,7.1988001,1,0,0,68.75,75,5.56237,3.015873,0
ITA,Italy,1982,29.200001,16.480415,34.198975,17.900089,21.071407,22.336836,.41358563,7573.9395,22135.162,17.081001,7.3066001,1,0,.416441917419434,68.75,75,4.66363,3.015873,0
ITA,Italy,1983,29.799999,14.646577,34.965828,18.29653,20.28616,19.811119,1.1692035,7850.6279,22385.842,16.305,7.4144001,1,0,.416441917419434,68.75,75,4.71939,3.015873,0
ITA,Italy,1984,31.299999,10.794496,35.886303,18.0933,20.956316,21.381771,3.2258523,7757.5537,23102.813,15.529,7.5222001,1,0,.416441917419434,68.75,75,5.87396,3.015873,0
ITA,Italy,1985,31.25,9.2059917,36.180542,18.241255,21.064045,21.475067,2.7980857,8009.1035,23742.385,14.753,7.6300001,1,0,.416441917419434,68.75,75,12.8626,3.015873,0
ITA,Italy,1986,31.200001,5.8235469,37.522732,17.936583,18.660912,17.419277,2.8599718,11341.094,24420.08,13.977,7.7686,1,0,.416441917419434,68.75,75,21.8995,3.015873,0
ITA,Italy,1987,34.200001,4.7472849,36.436588,18.663073,17.942696,17.538136,3.1919606,14267.537,25196.988,13.201,7.9071999,1,0,.416441917419434,68.75,75,14.9367,3.015873,0
ITA,Italy,1988,33.150002,5.0582476,35.933746,19.057819,17.537567,17.492796,4.1943774,15780.949,26241.162,12.425,8.0458002,1,0,.416441917419434,68.75,100,15.1879,3.015873,0
ITA,Italy,1989,32.099998,6.2598314,36.022392,18.867878,18.474079,18.493486,3.3883834,16424.43,27109.971,11.649,8.1843996,1,0,.416441917419434,68.75,100,18.2431,3.015873,0
ITA,Italy,1990,31.549999,6.4566092,35.393978,19.557966,18.217449,18.020777,1.9857749,20873.783,27625.18,10.873,8.323,1,0,.476561099290848,100,87.5,12.5942,3.015873,0
ITA,Italy,1991,31,6.2499995,34.765564,19.646149,16.996836,16.803699,1.5384475,22007.135,28030.766,10.097,8.4664001,1,0,.536680281162262,100,87.5,13.2427,3.015873,0
ITA,Italy,1992,33.049999,5.2705898,34.137146,19.485498,17.438997,17.39443,.83427548,23297.047,28245.428,9.3210001,8.6098003,1,0,.596799433231354,100,87.5,9.366989999999999,3.015873,0
ITA,Italy,1993,35.099998,4.6267347,33.508732,19.337841,20.352188,17.320213,-.85280579,18781.953,27987.434,10.212,8.7531996,1,0,.939880847930908,100,100,13.6437,3.015873,0
ITA,Italy,1994,35.150002,4.0518422,32.880318,18.648968,21.820795,18.541206,2.1510236,19382.201,28583.625,11.086,8.8965998,1,0,1,100,100,16.9185,3.015873,0
ITA,Italy,1995,35.200001,5.2354226,32.251904,17.394686,24.615755,20.963747,2.8868368,20712.18,29408.32,11.661,9.04,1,1,1,100,100,17.8368,3.015873,0
ITA,Italy,1996,35.700001,4.0069766,33.769558,17.584997,23.662304,19.139746,1.3455848,23122.934,29795.66,11.864,9.1772003,1,1,1,100,100,19.5512,3.015873,0
ITA,Italy,1997,36.200001,2.0431077,34.253296,17.638706,24.089491,20.387674,1.9257213,21883.986,30353.377,11.985,9.3143997,1,0,1,100,100,27.7535,3.015873,0
ITA,Italy,1998,36.700001,1.9550856,34.021282,17.491594,24.012325,20.985548,1.8043733,22365.184,30892.176,12.117,9.4516001,1,0,1,100,100,.023168,3.015873,0
ITA,Italy,1999,35.950001,1.6634599,34.653454,17.511448,23.153452,21.376389,1.6779916,22050,31405.262,11.681,9.5887995,1,0,1,100,100,58.1454,3.015873,0
ITA,Italy,2000,35.200001,2.5376854,35.267342,17.68998,25.561195,24.713535,3.8820989,20190.004,32609.668,10.834,9.7259998,1,0,1,100,100,67.0078,3.015873,0
ITA,Italy,2001,34.950001,2.7851653,35.587322,18.336754,25.561081,24.302193,2.0064332,20571.479,33245.281,9.599,9.8204002,1,0,1,100,100,45.159,3.015873,0
ITA,Italy,2002,34.700001,2.4653232,33.792812,18.473986,24.312695,23.558624,.26992962,22463.521,33285.414,9.2110004,9.9147997,1,1,1,100,100,37.3658,3.015873,0
ITA,Italy,2003,34.900002,2.6725554,32.220417,18.911795,23.224051,22.770037,.066553853,27618.941,33159.84,8.8690004,10.0092,1,1,1,100,100,38.9727,3.015873,0
ITA,Italy,2004,34.299999,2.2067366,32.54393,19.093136,23.926842,23.339552,1.4740217,31425.82,33431.559,7.8660002,10.1036,1,1,1,100,100,43.7057,3.015873,0
ITA,Italy,2005,33.799999,1.985293,33.142059,19.543343,24.511854,24.610321,.7624107,32171.793,33521.32,7.7309999,10.198,1,1,1,100,100,42.9483,3.015873,0
ITA,Italy,2006,33.700001,2.0908439,34.638004,19.394125,26.053062,26.87048,1.79948,33684.719,34022.117,6.777,10.3006,1,1,1,100,100,52.6533,3.015873,0
ITA,Italy,2007,32.900002,1.8297411,35.331589,18.946985,27.245054,27.582987,1.4622921,38031.973,34345.762,6.0760002,10.4032,1,0,1,100,100,48.4629,3.015873,0
ITA,Italy,2008,33.799999,3.3478327,35.474945,19.48831,26.742762,27.471493,-1.0231385,41095.406,33769.898,6.723,10.5058,1,0,1,100,100,21.6755,3.015873,0
ITA,Italy,2009,33.799999,.77476811,32.886173,20.589205,22.277159,22.864317,-5.3051538,37388.453,31832.986,7.7490001,10.6084,1,1,1,100,100,29.8122,3.015873,0
ITA,Italy,2010,34.700001,1.525516,33.195377,20.468313,24.918652,26.74346,1.5291058,36184.711,32220.486,8.3629999,10.711,1,1,1,100,100,25.0484,3.015873,0
NLD,Netherlands,1971,33.200001,7.4776788,32.311188,19.032631,43.763691,41.657207,4.3169804,3383.5872,22165.264,41.885002,8.6395998,1,0,.533678352832794,100,75,17.25850000000003,3.6497617,0
NLD,Netherlands,1972,32.799999,7.8027921,32.323685,19.623352,43.720623,39.038643,3.5338748,4110.4917,22717.676,40.154999,8.7992001,1,0,.533678352832794,100,75,17.50749999999999,3.6397617,0
NLD,Netherlands,1973,32.400002,8.0222101,32.336182,19.530233,45.788208,40.445404,5.4442229,5353.4429,23757.111,38.424999,8.9587994,1,0,.533678352832794,100,75,17.75650000000002,3.6297617,0
NLD,Netherlands,1974,32,9.591423,32.348679,19.794008,50.796333,45.318272,3.4387178,6450.4575,24382.225,36.695,9.1183996,1,0,.699404120445252,100,75,18.00549999999998,3.6197617,0
NLD,Netherlands,1975,31.6,10.217476,32.202084,21.582554,47.880302,42.641609,.0020288187,7346.3047,24166.34,34.965,9.2779999,1,0,.7423463889530666,100,75,18.2545,3.6097617,0
NLD,Netherlands,1976,31.200001,8.8306513,31.115574,21.614046,48.955936,43.894367,4.4563093,7937.3525,25045.885,33.235001,9.3954,1,0,.7852886574608959,100,75,18.5035,3.5997617,0
NLD,Netherlands,1977,30.799999,6.3992949,30.997669,22.332647,46.322723,43.407566,2.5204403,9180.2988,25524.922,31.505001,9.5128002,1,0,.8282309259687111,100,75,17.7285,3.5897617,0
NLD,Netherlands,1978,30.4,4.1120119,30.290167,22.651899,44.226143,42.255772,2.6962471,11195.843,26052.352,29.775,9.6301994,1,1,.8711731944765262,100,75,17.0513,3.5797617,0
NLD,Netherlands,1979,30,4.1992998,30.058849,23.191687,48.255203,46.343552,2.0141659,12817.379,26394.264,28.045,9.7475996,1,1,.9141154629843555,100,75,16.2507,3.5697618,0
NLD,Netherlands,1980,29.6,6.5134554,29.482943,23.016722,50.835636,49.044491,1.3419142,13812.16,26537.619,26.315001,9.8649998,1,1,.9570577314921707,100,75,15.0443,3.5597618,0
NLD,Netherlands,1981,29.200001,6.7389264,27.992203,23.048464,55.345284,49.612663,-.78361154,11537.402,26149.65,24.584999,9.9351997,1,1,1,100,75,13.3109,3.5497618,0
NLD,Netherlands,1982,28.799999,5.9110966,27.19663,23.518944,55.355984,49.239262,-1.2407569,11088.954,25707.045,22.855,10.0054,1,1,1,100,75,16.2246,3.5397618,0
NLD,Netherlands,1983,28.4,2.7408404,24.170687,23.397079,55.041397,49.857174,2.0699582,10696.077,26139.854,21.125,10.0756,1,1,1,100,100,21.9893,3.5297618,0
NLD,Netherlands,1984,28,3.3016407,23.085472,22.024847,58.879112,51.760639,3.0616791,9991.8438,26833.449,19.395,10.1458,1,1,1,100,100,24.616,3.5197618,0
NLD,Netherlands,1985,27.599998,2.2585845,22.760458,22.325186,60.397751,54.176334,2.5801797,9940.7383,27397.738,17.665001,10.216,1,1,1,100,100,41.2682,3.5097618,0
NLD,Netherlands,1986,27.199999,.083346777,24.060017,22.24634,51.203899,46.005146,2.7869759,13804.136,28005.457,15.934999,10.2904,1,1,1,100,100,41.6772,3.4997618,0
NLD,Netherlands,1987,26.799999,-.69121051,25.411036,23.157042,49.857815,45.883076,1.9312485,16734.152,28365.752,14.205,10.364799,1,1,1,100,100,35.5465,3.4897618,0
NLD,Netherlands,1988,28.233334,.73795068,26.316473,22.576786,52.163151,47.894894,3.4412189,17770.617,29152.914,12.475,10.4392,1,1,1,100,100,41.2733,3.4797618,0
NLD,Netherlands,1989,29.666666,1.0821581,27.307409,21.829304,55.485008,50.631645,4.4201179,17423.297,30259.432,10.745,10.5136,1,1,1,100,100,59.7924,3.4697618,0
NLD,Netherlands,1990,31.1,2.4540918,30.555212,21.661169,54.862656,49.253025,4.1832228,21322.195,31308.914,9.0149994,10.588,1,1,1,100,100,37.6418,3.4597619,0
NLD,Netherlands,1991,30.866667,3.1582005,31.538916,21.857803,55.562637,49.631977,2.4391344,21764.215,31820.832,7.2849998,10.647201,1,1,1,100,100,51.6325,3.4497619,0
NLD,Netherlands,1992,30.633333,3.1835818,29.734861,22.368507,53.81543,48.265343,1.706071,23939.217,32119.951,5.5549998,10.7064,1,1,1,100,100,47.0418,3.4380951,0
NLD,Netherlands,1993,30.4,2.5841844,30.669598,22.632631,53.045155,45.987682,1.2575521,23156.441,32297.977,6.2870002,10.7656,1,1,1,100,100,51.4083,3.4899206,0
NLD,Netherlands,1994,30.016666,2.8015246,26.29007,22.454401,55.186203,47.859829,2.9610925,24682.586,33054.449,7.1589999,10.8248,1,1,1,100,100,59.0826,3.3132539,0
NLD,Netherlands,1995,29.633333,1.92322,25.816587,22.392981,57.691982,50.224827,3.1160359,29301.193,33916.5,7.158,10.884,1,0,1,100,100,63.3762,3.2539682,0
NLD,Netherlands,1996,29.25,1.9493672,26.449865,21.332754,57.798145,50.866493,3.4205773,29063.623,34915.172,6.421,10.9344,1,0,1,100,100,83.32210000000001,3.2539682,0
NLD,Netherlands,1997,28.866667,2.1092455,26.108776,20.956284,60.765839,53.52919,4.2484798,26744.961,36211.648,5.5110002,10.984799,1,0,1,100,100,112.432,3.2539682,0
NLD,Netherlands,1998,28.483334,1.9591364,25.784166,20.798857,59.677235,52.730862,4.6477842,27924.281,37661.734,4.3940001,11.0352,1,0,1,100,100,137.71,3.2539682,0
NLD,Netherlands,1999,28.1,2.1571791,25.184519,20.560381,60.295898,54.031841,5.0433216,28318.746,39298.734,3.6229999,11.0856,1,0,1,100,100,155.252,3.3015873,0
NLD,Netherlands,2000,28.440001,2.3605223,25.00853,20.546627,66.44294,59.224091,4.2197537,26225.17,40665.34,2.7249999,11.136,1,0,1,100,100,153.41,3.3015873,0
NLD,Netherlands,2001,28.780001,4.1558414,25.735006,20.946657,63.372543,56.102921,2.3235757,26955.713,41297.32,2.119,11.1392,1,0,1,100,100,116.552,3.3015873,0
NLD,Netherlands,2002,29.119999,3.2875311,26.421093,22.045492,60.10487,52.645153,.24578586,29446.533,41135.418,2.5539999,11.1424,1,0,1,100,100,84.6803,3.3015873,0
NLD,Netherlands,2003,29.459999,2.0919983,24.530163,22.80788,59.239349,52.065155,.097832248,35896.75,40981.848,3.5929999,11.1456,1,0,1,100,100,84.2393,3.3015873,0
